x1 x2
-0.395611706334159 -0.22861839927469
-0.495357342001977 -0.0543622006408968
-0.595384371152502 0.0963997550126659
-0.557927424813881 -0.0137208177146744
-0.539270468195065 0.0876217140491383
-0.598148255421778 0.0057076333967787
-0.269417793613925 0.311932538347092
-0.561215942565027 -0.0891930835729802
-0.568444429577795 0.0958969376044133
-0.433389093925893 -0.250951804057836
-0.297138742169652 0.244334213770372
-0.57724807171019 0.0412941946917961
-0.599802368353718 -0.0223959133964372
-0.519192417199363 0.14463640516473
-0.0801864352330952 -0.746472587336742
-0.0973187964376527 -0.463364719030929
-0.173447110452834 -0.410162169034852
-0.100627843874762 -0.699418435836526
-0.321717897550836 -0.320486350797142
-0.347472003344554 -0.895109228620849
-0.351784149053278 -0.961736522170764
-0.331916650284583 -0.830622736076712
-0.274219242790736 -0.339485964811852
-0.0958103781631283 -0.478428328571954
-0.101320771288931 -0.750516502877971
-0.0475487213307292 -0.773742505032461
-0.00220467368149091 -0.532609545912633
-0.284144268329126 -0.351114866622386
-0.0959584031956812 -0.67048772950047
-0.112111908781375 -0.774692321092522
-0.0157384691018186 -0.732866405447718
-0.00680519108579214 -0.593716981229723
-0.0166946761225997 -0.597382544163702
-0.287693805801157 -0.873215902533013
-0.00949826854858848 -0.619381308454418
-0.130650416347687 -0.36588536184827
-0.161757440962065 -0.419648920350881
-0.0103903485747102 -0.730684343150771
-0.237199066611059 -0.371620700347985
-0.147260953637043 -0.34570452068231
-0.271616882831932 -0.368555397006572
-0.204388293665841 -0.375854895139354
-0.104642657998023 -0.466065636452354
-0.00461562884749789 -0.628737988592037
-0.0420725751861191 -0.565041735687673
-0.0607295318049353 -0.749498332827294
-0.00185174457822201 -0.607945422507008
-0.330582206386075 -0.867394947598324
-0.038784057434973 -0.389801476868624
-0.0315555704222051 -0.603134996905575
-0.166610906074107 -0.326674493875921
-0.302861257830348 -0.886045407433534
-0.0227519282898098 -0.633187265458781
-0.000197631646281837 -0.603377900407585
-0.0808075828006367 -0.772361038424143
0.971507568730068 -0.560813714770159
0.993349675411199 -0.586576596045211
0.970057865466586 -0.49836594252566
1.00041040496787 -0.43277171220357
0.978619100194572 -0.325828717939265
1.06198802469223 -0.351667813255977
0.994733363264446 -0.361817967763122
1.03826031589079 -0.330923286964893
1.0763326605733 -0.219634915718582
0.991858117009912 -0.0598840735681448
0.917255072328429 -0.150671453033165
0.99074363699238 -0.040285499520162
1.01613653299582 -0.0126694974829199
1.07945657408109 -0.0133338428714706
0.970375014196594 0.0357079516425291
1.02906463838668 0.114929563637892
0.962954486696181 0.215065996976079
0.942891215077055 0.277766603801564
1.03721877759217 0.300206877443033
0.95500062374504 0.339839645494214
0.961890745730041 0.431659242180375
0.94012927431431 0.507660535454448
0.975524534489795 0.519449813103372
1.00896649118631 0.563370041972185
0.98972379691559 0.59749286321539
0.974276864528163 -0.645918665785556
0.906451626155813 -0.45255772507273
1.04142114623824 -0.508961985932633
1.01086981885615 -0.430815647641987
1.04161562252431 -0.493302918550377
0.982932965772918 -0.420770610179447
1.01106073297156 -0.337082948535874
1.03226695155718 -0.297737557340604
1.13924936110813 -0.245240010241456
0.944240324532244 -0.145903158001177
0.868603993194367 -0.0722156370950097
1.00260124828219 -0.0120322677942937
1.01327199244825 -0.052684875602418
1.0210031467286 -0.0173483612313346
1.07219800381014 0.117265192961882
1.03724430036986 0.243103988070197
3.01658536365733 1.00688390102537
3.02924336927984 0.920317205883733
3.02980513734139 0.875753654439664
3.21076421555829 1.00507185126513
3.27594486709387 0.933880263550881
3.16112382840881 0.999621225964314
3.37951587903991 0.997342196891295
3.42853164822294 1.09762314107352
3.44002367947023 1.05184844631791
3.42730103259669 0.982177045542405
3.4525971512259 1.02186141656859
3.45694998558803 0.927340877964807
3.57817667399579 1.02508107297795
3.56825248774181 0.915955818121098
3.80875219272895 1.02702977223047
3.68222016032831 1.05891998273902
3.83755739271249 0.986509158909201
3.92773271045948 1.06086259881556
3.90550013277221 1.04563555005201
4.0371933785791 0.949129174380613
3.92168708533425 0.933585440690111
3.07369946616716 0.987054539545126
3.00372801522617 1.00684068948644
3.07745522151722 1.04533603893938
3.1521652437732 0.994769887295658
3.22202991488846 0.919230428229721
3.2706160848042 1.04877127890308
3.3060361895294 1.02556915769496
3.357000505209 1.07745180642884
3.37391269055339 1.01125907638996
3.40825979305206 0.905512851827594
3.48851499818859 1.03585249828066
3.51123310075176 0.949566258136288
3.53486488149794 1.04215578805741
3.57778492803748 0.936423013861841
3.78632679247555 1.01544334975232
3.69271369043977 0.99789066628268
3.81867055595656 0.953100698437225
3.80385128423753 0.919344290965404
3.89061267852575 0.97714857365587
4.02440436720256 1.0691760329717
3.58933407476663 -1.01398570088692
3.4533393717967 -0.964724905438293
3.54345066882638 -0.812311252458684
3.42289945665911 -0.863107186023071
3.53020346991955 -0.830845897915265
3.39968200428671 -0.66091307085291
3.57933418771363 -0.753818862155933
3.5498963896329 -0.65848772946297
3.5536113967463 -0.672477022387558
3.51421099440697 -0.584719947844195
3.4799794350583 -0.609787644752227
3.47382787425852 -0.467054740629545
3.57513950772387 -0.390893442295549
3.53301411534052 -0.397546823433735
3.47896027861769 -0.390153976756532
3.56928416802073 -0.254646439181593
3.4958359518305 -0.182149411863029
3.46728267124976 -0.268724920159442
3.45075705993463 -0.216370851545503
3.49338324920347 -0.125287560925902
3.52767635251616 -0.010336690534425
3.47906747174445 -0.0226843388869285
3.42194681451293 0.10749955789933
3.41546761905629 0.0400648698380053
3.50394173796867 0.146023697531226
3.49620185760703 0.32364519095198
3.59719724518303 0.294433392498541
3.39252507515048 0.322274077762331
3.49758078711098 0.322543271716508
3.51849742371365 0.385625098972233
3.46224060400066 0.426184424675342
3.49934539893991 0.460989760345348
3.52498512144119 0.532872222043374
3.48084929030205 0.491001268976207
3.40229920202935 0.680412195528229
3.5006910945813 0.793288837494921
3.46053289262064 0.713248086302669
3.51106738559236 0.881117997985475
3.43090417828887 0.906506418788596
3.4913593396036 0.911169775220448
3.55117444958486 0.902002982631932
3.58933407476663 0.986014299113076
-2.37142243333486 -0.735902100834137
-2.49701387139029 -0.199187419877802
-2.05449078970754 -1.01823159095257
-2.45984997270636 -0.403122005159366
-0.92196302408082 -1.97012367532194
-0.89057450300384 1.77443544238185
-2.41960760856718 0.487337782232474
-2.30603925033729 0.793875270346973
-0.740359321315973 2.10815561535498
-0.599058114257366 -2.12863615056965
-2.08617662663282 -1.184730004887
-1.50507543703924 1.50063133418298
-2.08367841830315 -0.972298041516073
-2.27311158120405 -0.704662900597256
-1.78288335858322 1.2520207057375
-0.895046149871132 2.18108495020149
-2.23107219028173 -0.780615186283358
-1.70798629563415 1.29596553241456
-2.40570713131297 0.688549320609783
-1.87250509919352 -1.10540914469625
-0.36132188808997 -2.24104753670222
-1.38765123012797 1.83544005312082
-0.886259219415835 -1.87886511268991
-2.47485272949919 -0.093417872602348
-1.24012749471071 -1.70566137595639
-0.383384341287041 -2.35665044822097
-2.49947173919604 0.0812580402133784
-2.29227881458839 0.767558657662071
-1.52371858930303 -1.57259110703962
-2.31787704726837 1.03133385819855
-1.88259070759356 -1.51451453431355
-1.52692326668444 1.39055811800616
-2.44270858230167 0.424754102849795
-0.567821099975855 2.14830466820639
-2.49638673323808 -0.241385689203842
-2.41537326995734 -0.272303911978325
-2.49475232291919 0.0178408152635945
-2.44614350587315 -0.45869320114949
-0.362317526551441 2.15593844766765
-2.19917066331393 1.00128679309894
-1.18734847940729 -1.94905747273267
-2.2584788774307 0.608105634772146
-0.688848298128448 2.01509607277117
-2.49187511163713 -0.10539808494396
-2.22099160000698 0.74887546746586
-0.126037762654387 2.4522681686601
-2.00615757903551 -1.34257512192863
-2.36123197217313 0.628027971087406
-1.7618708591011 1.45595291937781
-0.376600458489228 2.31477003494008
-2.48467626517359 0.247081174333585
-0.918306523140012 1.82092795833489
-2.18116046220086 0.816314016391698
-0.24582285442457 -2.32600881724534
-2.35299881163024 -0.557742345326047
-0.842968630228643 1.94840153447758
-2.01868478744428 1.27493604922508
-1.2692673362835 -1.71475423868931
-1.51685165722313 -1.67893119075713
-1.1867942995985 2.01493575207471
-1.47395739773474 -1.45451171676854
-2.45851860855796 -0.250785568244145
-2.45679828743713 0.496485449122833
-2.32917553978023 -0.523794643254601
-2.43059239779871 -0.259238726619859
-0.35318092153143 -2.24761618831732
-1.49875771429455 1.52580476291179
-0.636386700893785 -2.04088056686951
-2.05259062018209 -1.01067081735929
-2.49206044750575 0.130570062968042
-1.86020043197725 -0.908143807384123
-2.44512882317706 0.0982469764553549
-1.35790768894522 -1.85889358980959
-2.43102926285977 0.46154174385166
-1.29671318111098 -1.78394442266073
-1.69952134172628 1.26829386203249
-0.776480043448532 -1.88810486614699
-2.46996608190687 0.17731782004496
-0.427449948123618 2.18450513253114
-2.39480757183976 0.357001328356931
-0.670746842010483 2.27255363140178
-2.47528474222572 0.111041388378661
2.37142243333486 0.424638881663307
2.49701387139029 0.0518948240183525
2.05449078970754 1.12399283795797
2.45984997270636 0.185568185190675
0.92196302408082 2.16382335250077
0.89057450300384 -2.16409948021714
2.41960760856718 -0.495368860619113
2.30603925033729 -0.567230668135525
0.740359321315973 -2.13907824556494
0.599058114257366 2.36292930568183
2.08617662663282 1.0460765179912
1.50507543703924 -1.50080985628227
2.08367841830315 1.27960931797071
2.27311158120405 0.848152264541342
1.78288335858322 -1.17483125429478
0.895046149871132 -1.81295861922056
2.23107219028173 0.852013920635064
1.70798629563415 -1.33543750248115
2.40570713131297 -0.622866754152652
1.87250509919352 1.0258419075806
0.36132188808997 2.46914858333046
1.38765123012797 -1.80060946686864
0.886259219415835 1.8035789954521
2.47485272949919 -0.0406818034613575
1.24012749471071 1.45310779073222
0.383384341287041 2.40172037011579
2.49947173919604 -0.168491218367742
2.29227881458839 -0.761254002607072
1.52371858930303 1.63794501873144
2.31787704726837 -0.585524373537377
1.88259070759356 1.34365787135337
1.52692326668444 -1.61105426360716
2.44270858230167 -0.440990225068301
0.567821099975855 -2.21051186884161
2.49638673323808 0.201328258837427
2.41537326995734 0.627739805524691
2.49475232291919 -0.0574451451318401
2.44614350587315 0.723377167607379
0.362317526551441 -2.39687486024742
2.19917066331393 -0.742972824911213
1.18734847940729 1.79766004835861
2.2584788774307 -0.919368853942976
0.688848298128448 -2.16238866863062
2.49187511163713 0.211159331949363
2.22099160000698 -0.96642928743455
0.126037762654387 -2.25856849148128
2.00615757903551 0.952911084093337
2.36123197217313 -0.636059049474046
1.7618708591011 -1.22930831716636
0.376600458489228 -2.34569266515004
2.48467626517359 -0.0127880192214064
0.918306523140012 -1.9595814452307
2.18116046220086 -0.816492538490991
0.24582285442457 2.63332009369997
2.35299881163024 0.701231709270134
0.842968630228643 -1.87121208303485
2.01868478744428 -0.906809718244154
1.2692673362835 1.78615297304102
1.51685165722313 1.63945922069054
1.1867942995985 -1.94925318561758
1.47395739773474 1.3749444796529
2.45851860855796 0.478886614872389
2.45679828743713 -0.461654862870649
2.32917553978023 0.448508526016797
2.43059239779871 0.125139050556153
0.35318092153143 1.99506260309315
1.49875771429455 -1.48073484101698
0.636386700893785 1.95364738871515
2.05259062018209 1.01697547241429
2.49206044750575 -0.0652161512762219
1.86020043197725 1.35395329204529
2.44512882317706 -0.269103639415531
1.35790768894522 1.63839744420859
2.43102926285977 -0.477777866070166
1.29671318111098 1.72173722202551
1.69952134172628 -1.3083512923989
0.776480043448532 2.24354075969335
2.46996608190687 -0.216922149913205
0.427449948123618 -1.91982116607325
2.39480757183976 -0.597937740936702
0.670746842010483 -2.01423966321405
2.47528474222572 -0.262438812752718
